episode,timestep,reward
1,1000,-141.27
3,2000,-56.22
5,3000,-48.63
7,4000,19.195
9,5000,-24.8
11,6000,-19.325
13,7000,-31.15
15,8000,26.065
17,9000,-81.49
19,10000,-34.135
21,11000,-66.155
23,12000,-70.585
25,13000,-93.38
27,14000,64.675
29,15000,-53.91
31,16000,-76.775
33,17000,-29.825
35,18000,-37.945
37,19000,3.87
39,20000,-16.48
41,21000,-136.915
43,22000,-54.78
45,23000,-79.42
47,24000,-9.56
49,25000,-87.4
51,26000,-18.98
53,27000,-70.895
55,28000,-57.165
57,29000,91.84
59,30000,-102.37
61,31000,-44.845
63,32000,-10.92
65,33000,-24.68
67,34000,44.105
69,35000,9.085
71,36000,19.26
73,37000,-63.625
75,38000,-73.695
77,39000,-3.535
79,40000,-77.93
81,41000,-42.945
83,42000,-57.085
85,43000,36.125
87,44000,-8.99
89,45000,-36.305
91,46000,31.36
93,47000,-71.3
95,48000,-100.185
97,49000,8.98
99,50000,8.93
101,51000,-6.675
103,52000,-4.355
105,53000,-119.91
107,54000,-35.09
109,55000,-64.86
111,56000,-70.145
113,57000,-33.535
115,58000,-35.015
117,59000,-87.49
119,60000,-39.535
121,61000,-38.88
123,62000,-16.305
125,63000,-81.755
127,64000,-23.16
129,65000,-42.275
131,66000,9.52
133,67000,-54.995
135,68000,-0.235
137,69000,-35.725
139,70000,-114.03
141,71000,28.205
143,72000,-63.83
145,73000,-132.88
147,74000,-20.005
149,75000,-67.765
151,76000,-83.84
153,77000,30.8
155,78000,-16.0
157,79000,-6.095
159,80000,-79.36
161,81000,-67.82
163,82000,-74.005
165,83000,-41.51
167,84000,-60.63
169,85000,-75.445
171,86000,-47.05
173,87000,52.535
175,88000,-36.71
177,89000,-41.37
179,90000,3.09
181,91000,17.73
183,92000,56.45
185,93000,-8.265
187,94000,-23.355
189,95000,28.8
191,96000,-71.74
193,97000,-28.72
195,98000,21.965
197,99000,34.265
