episode,timestep,reward
1,1000,-104.8
3,2000,-14.095
5,3000,-16.45
7,4000,-18.0
9,5000,3.31
11,6000,72.95
13,7000,63.625
15,8000,91.825
17,9000,108.995
19,10000,-3.495
21,11000,32.61
23,12000,128.2
25,13000,5.93
27,14000,32.545
29,15000,111.425
31,16000,96.055
33,17000,50.9
35,18000,56.295
37,19000,-54.94
39,20000,-27.7
41,21000,117.02
43,22000,-24.97
45,23000,79.515
47,24000,-60.365
49,25000,-2.855
51,26000,26.405
53,27000,-43.065
55,28000,57.87
57,29000,-83.605
59,30000,100.64
61,31000,66.645
63,32000,-36.215
65,33000,4.315
67,34000,116.095
69,35000,40.42
71,36000,-112.405
73,37000,5.86
75,38000,-31.69
77,39000,-39.97
79,40000,108.755
81,41000,-31.785
83,42000,-51.665
85,43000,71.525
87,44000,-20.365
89,45000,26.56
91,46000,-4.125
93,47000,39.185
95,48000,-2.78
97,49000,-105.21
99,50000,75.5
101,51000,53.395
103,52000,96.4
105,53000,-22.96
107,54000,45.885
109,55000,-32.32
111,56000,-56.085
113,57000,-114.115
115,58000,1.375
117,59000,-5.31
119,60000,-42.345
121,61000,-58.91
123,62000,45.325
125,63000,-125.86
127,64000,-135.355
129,65000,33.24
131,66000,1.175
133,67000,-108.24
135,68000,-34.255
137,69000,-3.14
139,70000,14.91
141,71000,-2.435
143,72000,-36.355
145,73000,83.105
147,74000,-128.335
149,75000,20.995
151,76000,10.26
153,77000,10.715
155,78000,-103.05
157,79000,-66.25
159,80000,-33.295
161,81000,-76.595
163,82000,112.095
165,83000,-75.21
167,84000,-107.1
169,85000,-37.39
171,86000,86.365
173,87000,1.925
175,88000,28.44
177,89000,-45.065
179,90000,-74.045
181,91000,6.39
183,92000,61.92
185,93000,67.06
187,94000,93.145
189,95000,-30.03
191,96000,102.85
