episode,timestep,reward
2,2000,-46.2583
4,4000,-36.7333
7,6000,-37.0333
9,8000,-33.9583
12,10000,-35.85
14,12000,-30.1417
17,14000,111.4944
19,16000,-31.0833
22,18000,-33.9444
24,20000,-46.1333
27,22000,140.9944
29,24000,-42.45
32,26000,-28.4
34,28000,128.125
37,30000,-34.8
39,32000,-48.2917
42,34000,-48.5722
44,36000,-45.9
47,38000,-37.4944
49,40000,-44.1833
52,42000,138.2778
54,44000,97.5833
57,46000,77.8056
59,48000,-48.0333
62,50000,114.3167
64,52000,-50.7833
67,54000,67.4667
69,56000,-51.1333
72,58000,-39.7722
74,60000,-42.0333
77,62000,52.8944
79,64000,-52.45
82,66000,160.6944
84,68000,-40.1
87,70000,61.6833
89,72000,-51.2167
92,74000,-40.6333
94,76000,86.6917
97,78000,-58.3
99,80000,-55.0333
102,82000,-48.4778
104,84000,-46.7333
107,86000,-45.6056
109,88000,-41.825
112,90000,-38.3389
114,92000,-48.225
117,94000,-54.0056
119,96000,-41.875
122,98000,-45.0722
124,100000,-38.8583
127,102000,-40.2944
129,104000,-39.3083
132,106000,76.0667
134,108000,-41.1417
137,110000,174.6278
139,112000,-47.5083
142,114000,-57.2667
144,116000,-50.9
147,118000,60.1556
149,120000,105.225
152,122000,6.1889
154,124000,-44.1833
157,126000,58.3389
159,128000,-40.4417
162,130000,82.0389
164,132000,-42.7333
167,134000,-52.1222
169,136000,117.3583
172,138000,-47.9
