episode,timestep,reward
2,2000,-35.1
4,4000,132.3
7,6000,45.6556
9,8000,-58.9667
12,10000,-42.9167
14,12000,140.0833
17,14000,-26.7833
19,16000,254.3333
22,18000,-54.4056
24,20000,8.3417
27,22000,74.2444
29,24000,-40.7083
32,26000,-54.8722
34,28000,133.1917
37,30000,-28.8833
39,32000,-43.125
42,34000,-41.4444
44,36000,-33.0
47,38000,-41.8
49,40000,-51.8917
52,42000,-38.2889
54,44000,-20.2833
57,46000,-30.4389
59,48000,63.1083
62,50000,-20.3389
64,52000,-50.1917
67,54000,75.0056
69,56000,-46.9833
72,58000,-27.5556
74,60000,-36.9583
77,62000,-45.4944
79,64000,-42.9667
82,66000,74.6556
84,68000,-45.7
87,70000,-18.4556
89,72000,102.925
92,74000,-31.5778
94,76000,129.425
97,78000,63.9222
99,80000,116.7417
102,82000,-42.0667
104,84000,-51.3417
107,86000,-29.8056
109,88000,-49.0
112,90000,-39.9444
114,92000,146.575
117,94000,72.9611
119,96000,124.05
122,98000,-37.4278
124,100000,-52.95
127,102000,-33.2611
129,104000,37.5583
132,106000,75.4222
134,108000,288.9333
137,110000,87.5222
139,112000,-34.275
142,114000,-36.2167
144,116000,-40.7
147,118000,-24.4278
149,120000,-23.8083
152,122000,72.1444
154,124000,-36.625
157,126000,74.4944
159,128000,-63.075
162,130000,-51.7278
164,132000,-40.75
167,134000,-44.3778
169,136000,-46.6333
172,138000,-27.0333
174,140000,-61.8333
177,142000,-44.8056
179,144000,-28.375
182,146000,-37.0556
184,148000,-41.6917
187,150000,86.7944
189,152000,-18.6333
192,154000,22.6722
194,156000,-16.425
197,158000,-47.6611
199,160000,-37.65
202,162000,65.4333
204,164000,-16.6333
207,166000,3.1389
209,168000,-46.825
