episode,timestep,reward
1,2000,117.49
3,4000,-159.47
5,6000,-54.1
7,8000,-104.9
9,10000,3.48
11,12000,-32.625
13,14000,-69.165
15,16000,-197.49
17,18000,-189.66
19,20000,-192.465
21,22000,38.88
23,24000,-61.56
25,26000,-171.635
27,28000,-129.39
29,30000,-197.995
31,32000,-46.795
33,34000,-168.135
35,36000,-223.01
37,38000,-59.325
39,40000,-42.475
41,42000,-217.515
43,44000,-217.87
45,46000,-98.45
47,48000,43.975
49,50000,-130.23
51,52000,22.66
53,54000,-94.785
55,56000,-62.88
57,58000,-118.31
59,60000,89.28
61,62000,-230.635
63,64000,-199.55
65,66000,79.845
67,68000,-47.92
69,70000,-429.18
71,72000,-111.035
73,74000,-112.13
75,76000,-223.54
77,78000,-187.865
79,80000,1.375
81,82000,-246.915
83,84000,-101.15
85,86000,-192.62
87,88000,-66.48
89,90000,0.76
91,92000,-121.975
93,94000,-19.15
95,96000,-178.98
97,98000,-153.195
99,100000,75.96
101,102000,3.905
103,104000,-73.71
105,106000,-34.11
107,108000,-277.005
109,110000,33.715
111,112000,-185.28
113,114000,-156.7
115,116000,-275.25
117,118000,-67.505
119,120000,2.835
121,122000,-217.745
123,124000,-111.5
125,126000,-162.035
127,128000,-53.19
129,130000,-173.505
131,132000,-206.52
133,134000,-137.0
135,136000,-184.95
137,138000,-147.725
139,140000,-194.39
141,142000,-29.15
143,144000,20.195
145,146000,-112.15
147,148000,-110.365
149,150000,-16.705
151,152000,-121.875
153,154000,-75.89
155,156000,-127.41
157,158000,-123.16
159,160000,85.875
161,162000,-108.68
163,164000,-15.55
165,166000,-113.585
167,168000,-77.185
169,170000,-52.67
171,172000,-172.09
173,174000,0.35
175,176000,-175.425
