episode,timestep,reward
2,2000,-118.0
4,4000,-122.8333
7,6000,-113.7111
9,8000,-123.0333
12,10000,-98.7222
14,12000,-121.3833
17,14000,-36.6778
19,16000,26.3167
22,18000,-92.3889
24,20000,-113.1167
27,22000,-104.6333
29,24000,13.1833
32,26000,-109.2333
34,28000,37.8833
37,30000,59.7111
39,32000,-124.3833
42,34000,-122.4111
44,36000,-103.85
47,38000,-109.5778
49,40000,-131.6333
52,42000,-108.8333
54,44000,-4.8167
57,46000,133.9667
59,48000,-122.8167
62,50000,-122.3111
64,52000,-135.05
67,54000,-40.7222
69,56000,-119.7167
72,58000,-36.7444
74,60000,-12.8667
77,62000,-55.0333
79,64000,-12.6333
82,66000,-133.0667
84,68000,-127.5
87,70000,-35.9111
89,72000,-128.0167
92,74000,-35.4556
94,76000,-118.9
97,78000,-131.7889
99,80000,-126.8
102,82000,-43.8222
104,84000,-2.2667
107,86000,-115.6
109,88000,-129.05
112,90000,-120.6778
114,92000,-110.1833
117,94000,-22.1333
119,96000,-71.35
122,98000,-120.7222
124,100000,20.8
127,102000,-106.7556
129,104000,-106.35
132,106000,-111.9778
134,108000,19.9833
137,110000,-36.3333
139,112000,-107.15
142,114000,-99.1111
144,116000,17.9
147,118000,-124.6111
149,120000,-113.7333
152,122000,-113.0667
154,124000,14.0167
157,126000,-31.9556
159,128000,-111.0833
162,130000,-124.8
164,132000,-124.7167
167,134000,-23.2778
169,136000,-126.0667
172,138000,-125.1333
174,140000,-86.8
177,142000,-52.4222
179,144000,-117.4667
182,146000,-119.5333
184,148000,-122.7667
187,150000,-26.8
189,152000,-120.5833
192,154000,-96.2556
194,156000,-117.05
197,158000,-113.6222
199,160000,-125.0
202,162000,-116.0222
