episode,timestep,reward
4,4000,-349.0
9,8000,-328.24
14,12000,-349.12
19,16000,-359.44
24,20000,-357.52
29,24000,-349.6
34,28000,-355.12
39,32000,-338.8
44,36000,-343.84
49,40000,-341.2
54,44000,-351.52
59,48000,-349.36
64,52000,-356.56
69,56000,-359.68
74,60000,-352.0
79,64000,-348.88
84,68000,-346.48
89,72000,-361.6
94,76000,-344.56
99,80000,-353.2
104,84000,-347.68
109,88000,-345.52
114,92000,-306.88
119,96000,-339.76
124,100000,-335.68
129,104000,-347.92
134,108000,-358.72
139,112000,-360.16
144,116000,-342.64
149,120000,-350.32
154,124000,-329.92
159,128000,-329.2
164,132000,-334.96
169,136000,-347.2
174,140000,-331.36
179,144000,-341.44
184,148000,-333.28
189,152000,-343.36
194,156000,-321.04
199,160000,-334.24
204,164000,-335.68
209,168000,-323.44
214,172000,-333.76
219,176000,-340.48
224,180000,-339.04
229,184000,-319.36
234,188000,-330.16
239,192000,-344.08
244,196000,-329.68
249,200000,-320.08
254,204000,-344.8
259,208000,-346.24
