episode,timestep,reward
4,4000,-373.6
9,8000,-370.72
14,12000,-374.32
19,16000,-369.28
24,20000,-373.12
29,24000,-374.08
34,28000,-378.88
39,32000,-373.12
44,36000,-374.56
49,40000,-368.08
54,44000,-368.8
59,48000,-370.96
64,52000,-375.28
69,56000,-370.0
74,60000,-368.08
79,64000,-365.2
84,68000,-367.36
89,72000,-372.64
94,76000,-379.6
99,80000,-361.36
104,84000,-370.24
109,88000,-354.4
114,92000,-358.0
119,96000,-378.16
124,100000,-366.4
129,104000,-375.28
134,108000,-369.28
139,112000,-372.4
144,116000,-358.0
149,120000,-367.36
154,124000,-372.4
159,128000,-365.92
164,132000,-364.0
169,136000,-367.36
174,140000,-365.92
179,144000,-373.36
184,148000,-369.76
189,152000,-377.2
