episode,timestep,reward
2,2000,-111.3667
4,4000,-116.5667
7,6000,110.3111
9,8000,48.6
12,10000,-121.8778
14,12000,-121.5833
17,14000,-111.5
19,16000,-108.7167
22,18000,6.0333
24,20000,-1.3333
27,22000,11.3444
29,24000,-117.3833
32,26000,-2.5667
34,28000,-110.7333
37,30000,-3.1667
39,32000,-110.95
42,34000,-119.3444
44,36000,-113.9833
47,38000,115.3778
49,40000,-101.8167
52,42000,-6.3222
54,44000,-103.5
57,46000,119.3667
59,48000,-110.3
62,50000,-121.6444
64,52000,54.3833
67,54000,110.9111
69,56000,55.2667
72,58000,-119.6222
74,60000,-115.6167
77,62000,-119.2
79,64000,-120.05
82,66000,-117.7444
84,68000,-116.1667
87,70000,-122.4444
89,72000,-108.95
92,74000,-118.8
94,76000,-111.2
97,78000,10.4111
99,80000,-117.0
