episode,timestep,reward
2,2000,660.0833
4,4000,662.2833
7,6000,664.7778
9,8000,662.8
12,10000,662.2889
14,12000,661.2
17,14000,664.0333
19,16000,666.7167
22,18000,664.8111
24,20000,662.0167
27,22000,665.8
29,24000,667.7167
32,26000,667.6
34,28000,668.15
37,30000,667.8333
39,32000,671.6333
42,34000,670.9
44,36000,665.05
47,38000,667.5
49,40000,669.4
52,42000,672.5556
54,44000,667.85
57,46000,665.3556
59,48000,663.4667
62,50000,670.4333
64,52000,671.8
67,54000,670.4889
69,56000,672.2167
72,58000,669.4
74,60000,670.45
77,62000,669.7667
79,64000,673.0167
82,66000,673.8444
84,68000,669.6
87,70000,671.5889
89,72000,669.0167
92,74000,673.9444
94,76000,667.3833
97,78000,669.6111
99,80000,673.2833
102,82000,669.4444
104,84000,670.9167
107,86000,678.0444
109,88000,677.7667
112,90000,671.3889
114,92000,675.4833
117,94000,675.2
119,96000,673.7833
122,98000,673.6667
124,100000,673.1833
127,102000,674.8222
129,104000,668.2333
132,106000,668.9333
134,108000,674.3
137,110000,677.0444
