episode,timestep,reward
2,2000,-113.9333
4,4000,-112.7167
7,6000,-120.3667
9,8000,-101.0167
12,10000,-112.6889
14,12000,-99.3667
17,14000,-15.8
19,16000,-37.75
22,18000,-105.2667
24,20000,170.3667
27,22000,-111.6
29,24000,-100.4167
32,26000,-116.6111
34,28000,-113.4833
37,30000,-106.6556
39,32000,-114.9667
42,34000,-99.0
44,36000,-95.3
47,38000,1.8889
49,40000,-109.4833
52,42000,-97.5111
54,44000,-98.75
57,46000,-106.6
59,48000,-90.5667
62,50000,-15.3667
64,52000,-107.0333
67,54000,-70.5556
69,56000,-87.3
72,58000,-11.2444
74,60000,-92.2333
77,62000,-30.0
79,64000,-97.8667
82,66000,-101.1556
84,68000,-103.0833
87,70000,-103.2889
89,72000,-98.0667
92,74000,-94.5222
94,76000,-97.8
97,78000,-9.1444
99,80000,-108.9
102,82000,1.8778
104,84000,-111.1667
107,86000,-105.6556
109,88000,-107.6667
112,90000,-117.7667
114,92000,-117.7333
117,94000,-12.8111
119,96000,24.4
122,98000,-41.1444
124,100000,15.95
127,102000,53.4333
129,104000,-115.8167
132,106000,-121.1444
134,108000,-122.1167
137,110000,-115.7667
139,112000,-109.4667
142,114000,-25.5111
144,116000,32.9833
147,118000,-21.8889
149,120000,-111.2167
152,122000,-107.2556
154,124000,-70.8167
157,126000,-21.9333
159,128000,-118.7833
162,130000,-49.0778
164,132000,-86.05
167,134000,-9.5222
169,136000,-114.4667
172,138000,-99.2778
174,140000,46.8
177,142000,-12.7333
179,144000,-90.9667
182,146000,-34.5778
184,148000,-124.5333
187,150000,-33.3889
189,152000,-121.0
192,154000,-111.2444
194,156000,-102.95
197,158000,-27.3222
199,160000,-4.1167
202,162000,-31.9889
204,164000,-121.7167
