episode,timestep,reward
2,2000,-126.2167
4,4000,0.35
7,6000,58.0778
9,8000,-91.2333
12,10000,-106.3889
14,12000,-97.3667
17,14000,-42.0889
19,16000,-115.6167
22,18000,-22.9778
24,20000,-116.45
27,22000,-31.9222
29,24000,-97.5333
32,26000,66.3222
34,28000,-117.5333
37,30000,-116.3111
39,32000,-117.25
42,34000,-116.6222
44,36000,-124.0
47,38000,-11.0333
49,40000,-109.6
52,42000,-116.3556
54,44000,169.1
57,46000,-108.3222
59,48000,26.2333
62,50000,-1.8
64,52000,-128.2667
67,54000,15.3667
69,56000,-5.4333
72,58000,-121.4667
74,60000,31.7833
77,62000,-28.0333
79,64000,-18.5333
82,66000,-115.2333
84,68000,-122.3167
87,70000,-44.4111
89,72000,-130.65
92,74000,-133.6444
94,76000,-122.1833
97,78000,-112.6444
99,80000,-107.4
102,82000,-108.3333
104,84000,-123.3167
107,86000,-117.6889
109,88000,-84.7167
112,90000,-104.9
114,92000,-100.25
117,94000,-35.2444
119,96000,-119.05
122,98000,-33.5333
124,100000,-91.5167
127,102000,-123.8333
129,104000,-111.6
132,106000,-102.9111
134,108000,-104.3833
137,110000,-112.6333
139,112000,-102.35
142,114000,-114.9556
144,116000,37.1333
147,118000,-36.1778
149,120000,-117.2
152,122000,-32.9444
154,124000,-107.45
157,126000,-124.0778
159,128000,-114.7333
162,130000,-134.1111
164,132000,22.3833
167,134000,-115.4889
169,136000,-96.9167
172,138000,-38.5444
174,140000,-108.9
177,142000,-114.6444
179,144000,-124.8833
182,146000,-16.3556
184,148000,-106.3
187,150000,-116.4444
189,152000,13.0
192,154000,-20.0667
194,156000,-102.8167
197,158000,-121.1667
199,160000,-90.7
202,162000,-112.7333
204,164000,10.4667
