episode,timestep,reward
2,2000,-110.0667
4,4000,-112.7833
7,6000,-19.9333
9,8000,-98.3333
12,10000,-112.3444
14,12000,-98.4833
17,14000,-102.8556
19,16000,-95.7167
22,18000,-31.7222
24,20000,143.2
27,22000,-105.3667
29,24000,-97.4167
32,26000,-91.9333
34,28000,-111.5333
37,30000,-17.0333
39,32000,-99.6333
42,34000,-84.5667
44,36000,-101.0
47,38000,-12.0556
49,40000,-115.0
52,42000,-100.9111
54,44000,24.6333
57,46000,-116.9778
59,48000,-118.0167
62,50000,-113.8111
64,52000,-109.95
67,54000,-104.9667
69,56000,-115.7333
72,58000,52.5
74,60000,-99.4
77,62000,-105.5444
79,64000,185.3667
82,66000,-113.9778
84,68000,-101.5667
87,70000,-118.8889
89,72000,-111.6833
92,74000,-110.6222
94,76000,-112.8167
97,78000,-108.4778
99,80000,-99.4167
102,82000,4.0778
104,84000,-106.4167
107,86000,-108.0222
109,88000,-90.9
112,90000,-108.5444
114,92000,-100.65
117,94000,-94.9889
119,96000,35.4
122,98000,-86.0444
124,100000,38.0833
127,102000,-106.8
129,104000,-114.3833
132,106000,-18.3333
134,108000,-104.5833
137,110000,-95.6667
139,112000,-110.35
