episode,timestep,reward
1,2000,76.37
3,4000,11.98
5,6000,60.13
7,8000,11.375
9,10000,-29.57
11,12000,-324.415
13,14000,-224.37
15,16000,-92.095
17,18000,-93.565
19,20000,-148.555
21,22000,-21.385
23,24000,-178.235
25,26000,-275.885
27,28000,-25.82
29,30000,-269.2
31,32000,-181.225
33,34000,74.96
35,36000,42.47
37,38000,-87.165
39,40000,-18.11
41,42000,-210.1
43,44000,-98.71
45,46000,-138.735
47,48000,-103.28
49,50000,82.045
51,52000,55.84
53,54000,-114.435
55,56000,-157.655
57,58000,-72.34
59,60000,-91.295
61,62000,44.38
63,64000,-50.485
65,66000,-133.185
67,68000,-138.73
69,70000,-36.725
71,72000,66.57
73,74000,72.06
75,76000,-74.295
77,78000,-84.335
79,80000,-185.27
81,82000,43.855
83,84000,119.37
85,86000,-69.625
87,88000,-48.305
89,90000,-222.68
91,92000,16.595
93,94000,-87.165
95,96000,-228.06
97,98000,167.99
99,100000,85.915
101,102000,-138.57
103,104000,-27.125
105,106000,41.595
107,108000,-42.7
109,110000,-40.26
111,112000,-92.52
113,114000,4.89
115,116000,60.965
117,118000,82.855
119,120000,-89.21
121,122000,-66.25
123,124000,-268.89
125,126000,-94.92
127,128000,141.965
129,130000,-61.555
131,132000,-146.35
133,134000,-243.38
135,136000,-87.99
137,138000,-89.735
139,140000,24.46
141,142000,90.97
143,144000,-213.22
145,146000,167.245
147,148000,45.59
149,150000,17.04
151,152000,-122.27
153,154000,-30.195
155,156000,-31.2
157,158000,-70.0
159,160000,-151.53
161,162000,-318.395
163,164000,-109.03
165,166000,5.725
167,168000,-87.4
169,170000,-128.845
171,172000,-4.17
173,174000,-46.825
175,176000,-201.665
177,178000,-1.475
179,180000,-188.265
181,182000,-12.22
183,184000,19.89
185,186000,-3.7
187,188000,-107.185
189,190000,-211.62
191,192000,48.48
193,194000,-29.46
195,196000,-67.22
197,198000,-26.335
199,200000,-25.75
201,202000,-74.69
203,204000,81.605
205,206000,-160.57
207,208000,-94.91
209,210000,-174.49
211,212000,-168.855
213,214000,-173.82
215,216000,62.405
217,218000,165.32
219,220000,-154.59
221,222000,45.325
223,224000,85.27
225,226000,6.005
227,228000,-18.51
229,230000,-167.145
231,232000,-87.25
233,234000,-91.675
235,236000,-49.53
237,238000,-93.19
239,240000,-88.02
241,242000,7.075
243,244000,-38.005
245,246000,-89.7
247,248000,2.26
249,250000,-37.13
251,252000,16.395
253,254000,-1.205
255,256000,-94.28
257,258000,-152.335
259,260000,45.68
261,262000,-47.76
263,264000,-220.48
265,266000,-19.39
267,268000,9.34
269,270000,-120.1
271,272000,-22.01
273,274000,-124.295
275,276000,-117.575
277,278000,-18.75
279,280000,0.225
281,282000,-12.795
283,284000,62.035
285,286000,-197.855
287,288000,14.0
289,290000,-139.3
291,292000,-37.82
293,294000,-37.53
295,296000,-101.95
297,298000,-47.055
299,300000,12.17
301,302000,-103.53
303,304000,-261.8
305,306000,-187.615
307,308000,-61.1
309,310000,-2.89
311,312000,-51.56
313,314000,-96.385
315,316000,-61.73
317,318000,51.005
319,320000,-33.31
321,322000,-23.305
323,324000,-270.55
325,326000,-90.79
327,328000,-82.38
329,330000,23.425
331,332000,48.13
333,334000,-48.09
335,336000,-73.26
337,338000,-93.325
339,340000,-16.11
341,342000,16.44
343,344000,-223.575
345,346000,82.485
347,348000,-107.105
349,350000,-47.93
351,352000,-202.525
353,354000,-29.915
355,356000,3.98
357,358000,-173.065
359,360000,54.08
361,362000,-154.07
363,364000,-88.25
365,366000,26.45
367,368000,24.79
369,370000,-156.665
371,372000,46.42
373,374000,-8.21
375,376000,-180.7
377,378000,-229.405
379,380000,-144.72
381,382000,-145.2
383,384000,105.495
385,386000,-91.205
387,388000,-64.365
389,390000,-44.545
391,392000,37.89
393,394000,-162.545
395,396000,97.895
397,398000,-209.925
399,400000,-331.795
401,402000,48.865
403,404000,-35.26
405,406000,12.995
407,408000,-105.475
409,410000,-121.325
411,412000,-59.105
413,414000,70.545
415,416000,-90.445
417,418000,-50.275
419,420000,81.885
421,422000,-40.93
423,424000,71.91
425,426000,-3.34
427,428000,-112.365
429,430000,-99.875
431,432000,3.475
433,434000,161.065
435,436000,8.31
437,438000,-89.98
439,440000,98.2
441,442000,5.485
443,444000,-80.245
445,446000,-110.175
447,448000,-305.7
449,450000,114.94
451,452000,-15.6
453,454000,-13.525
455,456000,-91.985
457,458000,80.625
459,460000,-90.55
461,462000,-139.875
463,464000,81.1
465,466000,-40.02
467,468000,-350.15
469,470000,-115.485
471,472000,7.555
473,474000,-60.485
475,476000,-190.68
477,478000,-189.165
479,480000,-13.96
481,482000,129.15
483,484000,-124.6
485,486000,38.715
487,488000,-139.835
489,490000,-100.82
491,492000,3.735
493,494000,-1.115
495,496000,-123.555
497,498000,-112.65
499,500000,-199.805
501,502000,63.145
503,504000,-226.75
505,506000,-6.785
507,508000,142.645
509,510000,-17.765
511,512000,14.615
513,514000,81.725
515,516000,-210.21
517,518000,62.095
519,520000,-130.9
521,522000,-92.89
523,524000,151.795
525,526000,-58.565
527,528000,-102.5
529,530000,-165.53
531,532000,-143.62
533,534000,-139.885
535,536000,-251.16
