episode,timestep,reward
1,2000,-463.49
3,4000,-442.975
5,6000,-408.155
7,8000,-441.675
9,10000,-481.285
11,12000,-395.715
13,14000,-422.36
15,16000,-405.095
17,18000,-415.62
19,20000,-397.335
21,22000,-378.225
23,24000,-401.34
25,26000,-375.475
27,28000,-360.15
29,30000,-416.465
31,32000,-422.925
33,34000,-390.94
35,36000,-374.1
37,38000,-289.645
39,40000,-410.3
41,42000,-356.94
43,44000,-376.555
45,46000,-358.59
47,48000,-278.25
49,50000,-310.47
51,52000,-349.18
53,54000,-308.55
55,56000,-379.815
57,58000,-309.575
59,60000,-336.02
61,62000,-283.16
63,64000,-337.535
65,66000,-371.39
67,68000,-282.43
69,70000,-370.16
71,72000,-262.86
73,74000,-302.14
75,76000,-422.785
77,78000,-323.285
79,80000,-262.855
81,82000,-183.96
83,84000,-225.735
85,86000,-349.15
87,88000,-250.98
89,90000,-217.275
91,92000,-289.9
93,94000,-278.665
95,96000,-284.55
97,98000,-249.405
99,100000,-273.545
101,102000,-253.25
103,104000,-272.66
105,106000,-218.58
107,108000,-194.96
109,110000,-212.96
111,112000,-244.725
113,114000,-261.125
115,116000,-212.325
117,118000,-337.4
119,120000,-211.05
121,122000,-223.31
123,124000,-203.13
125,126000,-55.9
127,128000,-217.005
129,130000,-203.555
131,132000,-254.63
133,134000,-273.78
135,136000,-142.22
137,138000,-134.34
139,140000,-107.79
141,142000,-203.87
143,144000,-207.95
145,146000,-151.625
147,148000,-135.92
149,150000,-315.765
151,152000,-201.54
153,154000,-295.28
155,156000,-266.735
157,158000,-91.765
159,160000,-162.715
161,162000,-97.73
163,164000,-64.7
165,166000,-108.485
167,168000,-170.69
169,170000,-109.1
171,172000,-122.715
173,174000,-189.655
175,176000,-288.61
177,178000,-156.945
179,180000,-278.84
181,182000,-100.65
183,184000,-90.73
185,186000,-81.1
187,188000,-51.825
189,190000,-259.59
191,192000,-146.68
193,194000,31.965
195,196000,-25.485
197,198000,-31.89
199,200000,-34.745
201,202000,-215.165
203,204000,-110.31
205,206000,-154.23
207,208000,-106.555
209,210000,-183.705
211,212000,-282.735
213,214000,-54.23
215,216000,-291.69
217,218000,-66.92
219,220000,-179.315
221,222000,-130.98
223,224000,-126.36
225,226000,-43.66
227,228000,-5.21
229,230000,-21.72
231,232000,22.33
233,234000,-209.355
235,236000,-136.01
237,238000,-44.57
239,240000,-210.915
241,242000,-50.96
243,244000,-98.355
245,246000,-224.975
247,248000,-26.16
249,250000,9.805
251,252000,31.05
253,254000,-215.395
255,256000,-194.525
257,258000,76.26
259,260000,-74.13
261,262000,-68.17
263,264000,-260.985
265,266000,-206.81
267,268000,-87.275
269,270000,-20.905
271,272000,-165.09
273,274000,-147.305
275,276000,-123.895
277,278000,-195.805
279,280000,-175.2
281,282000,-148.23
283,284000,-35.735
285,286000,-25.24
287,288000,-270.065
289,290000,-83.515
291,292000,-42.675
293,294000,-20.71
295,296000,-149.86
297,298000,-55.405
299,300000,-234.98
301,302000,-86.55
303,304000,74.4
305,306000,-30.765
307,308000,22.79
309,310000,75.275
311,312000,-56.675
313,314000,-200.46
315,316000,-122.53
317,318000,-81.735
319,320000,-78.745
321,322000,-275.605
323,324000,-260.645
325,326000,-122.795
327,328000,-166.155
329,330000,-89.665
331,332000,-86.43
333,334000,-174.65
335,336000,-236.115
337,338000,3.175
339,340000,-351.24
341,342000,-106.925
343,344000,-99.205
345,346000,-17.635
347,348000,-172.08
349,350000,-117.82
351,352000,-142.41
353,354000,-293.485
355,356000,-47.62
357,358000,-157.705
359,360000,-267.425
361,362000,-96.98
363,364000,37.45
365,366000,-115.41
367,368000,-12.86
369,370000,-116.525
371,372000,-118.605
373,374000,-196.85
375,376000,-111.32
377,378000,-166.175
379,380000,-96.365
381,382000,-109.065
383,384000,-225.03
385,386000,-187.985
387,388000,-39.89
389,390000,-144.98
391,392000,-236.74
393,394000,-107.8
395,396000,-181.44
397,398000,-141.22
399,400000,-86.14
401,402000,-50.14
403,404000,-131.825
405,406000,-90.72
407,408000,-20.46
409,410000,52.375
411,412000,-136.64
413,414000,-271.195
415,416000,-66.045
417,418000,-122.255
419,420000,-232.155
421,422000,-172.03
423,424000,-223.84
425,426000,-78.24
427,428000,65.89
429,430000,-166.285
431,432000,-70.27
433,434000,-40.285
435,436000,-123.935
437,438000,-287.75
439,440000,-40.145
441,442000,-149.545
443,444000,24.515
445,446000,-58.31
447,448000,-133.82
449,450000,-65.46
451,452000,56.17
453,454000,90.025
455,456000,-105.84
457,458000,-42.645
459,460000,-97.215
461,462000,-74.74
463,464000,-23.94
465,466000,-31.91
467,468000,-114.15
469,470000,-216.17
471,472000,-265.745
473,474000,-22.945
475,476000,-13.26
477,478000,-147.96
479,480000,-123.74
481,482000,-11.875
483,484000,-141.07
485,486000,-113.325
487,488000,92.275
489,490000,104.915
491,492000,-65.44
493,494000,-224.15
495,496000,-49.95
497,498000,22.595
499,500000,-115.42
501,502000,-88.145
503,504000,-13.615
505,506000,115.685
507,508000,-228.24
509,510000,-168.15
511,512000,-23.085
513,514000,15.285
515,516000,0.975
517,518000,39.715
519,520000,-170.425
521,522000,-151.535
