episode,timestep,reward
2,2000,-40.6
4,4000,-159.2
7,6000,-95.8222
9,8000,-159.5
12,10000,-7.2
14,12000,-30.7333
17,14000,-55.2
19,16000,-101.8
22,18000,-117.7778
24,20000,-130.6
27,22000,-154.1333
29,24000,-37.3333
32,26000,-65.6889
34,28000,-39.4
37,30000,60.6667
39,32000,-19.2667
42,34000,-112.7556
44,36000,-168.5333
47,38000,5.6444
49,40000,-36.2667
52,42000,-29.9111
54,44000,-146.5333
57,46000,-69.8667
59,48000,-116.6667
62,50000,-80.4
64,52000,-99.4
67,54000,14.6444
69,56000,-127.1333
72,58000,-149.9556
74,60000,-15.8667
77,62000,-190.3556
79,64000,-73.4333
82,66000,-93.5111
84,68000,-94.9333
87,70000,-99.7778
89,72000,-108.7333
92,74000,-125.5556
94,76000,-188.1333
97,78000,-75.7333
99,80000,-128.0667
102,82000,12.4
104,84000,17.2667
107,86000,-77.6889
109,88000,-69.0
112,90000,-196.5778
114,92000,-129.5333
117,94000,11.2
119,96000,-137.1333
122,98000,-156.5333
124,100000,-52.8
127,102000,-30.9111
129,104000,-164.3333
132,106000,-105.3778
134,108000,-50.0667
137,110000,-136.9778
139,112000,-237.0333
142,114000,-88.6222
144,116000,-57.0667
147,118000,-16.4
149,120000,-133.2333
152,122000,-146.7333
154,124000,-22.0667
157,126000,-79.0667
159,128000,-170.2667
162,130000,18.0444
164,132000,-95.2
167,134000,-151.0889
169,136000,-75.6667
172,138000,13.2
174,140000,-140.0333
177,142000,-147.0667
179,144000,-143.4667
182,146000,-61.2222
184,148000,-206.2667
187,150000,-169.5556
189,152000,0.7333
192,154000,-180.8889
194,156000,-167.5333
197,158000,-75.9778
199,160000,-161.4
202,162000,-167.9778
204,164000,-180.4667
207,166000,-104.4889
