episode,timestep,reward
2,2000,-274.2667
4,4000,-285.1333
7,6000,-261.2444
9,8000,-285.5333
12,10000,-252.3333
14,12000,-280.9333
17,14000,-270.1778
19,16000,-251.5333
22,18000,-236.1333
24,20000,-257.2
27,22000,-258.2889
29,24000,-200.4667
32,26000,-255.8667
34,28000,-266.0667
37,30000,-233.6444
39,32000,-226.3333
42,34000,-192.8222
44,36000,-214.4667
47,38000,-203.3556
49,40000,-247.4
52,42000,-168.0889
54,44000,-229.0667
57,46000,-231.7111
59,48000,-238.0
62,50000,-193.5556
64,52000,-164.7333
67,54000,-245.4222
69,56000,-211.4
72,58000,-110.5556
74,60000,-227.2
77,62000,-168.4667
79,64000,-159.5
82,66000,-189.8222
84,68000,-210.6
87,70000,-221.2889
89,72000,-119.4667
92,74000,-183.6889
94,76000,-221.0
97,78000,-213.3333
99,80000,-193.4
102,82000,-114.7556
104,84000,-207.7333
107,86000,-174.6222
109,88000,-124.7333
112,90000,-171.3778
114,92000,-180.2
117,94000,-169.0667
119,96000,-188.0333
122,98000,-170.6222
124,100000,-209.2667
127,102000,-148.8
129,104000,-157.2
132,106000,-160.1778
134,108000,-120.2667
137,110000,-166.2889
139,112000,-116.0
142,114000,-156.6222
144,116000,-102.0667
147,118000,-104.6222
149,120000,-114.7333
152,122000,-130.3333
154,124000,-167.0
157,126000,-148.6444
159,128000,-150.7333
162,130000,-92.7111
164,132000,-146.3333
167,134000,-144.9778
169,136000,-152.2667
172,138000,-151.8667
174,140000,-136.6667
177,142000,-143.3333
179,144000,-84.8667
182,146000,-117.9556
184,148000,-175.7333
187,150000,-174.8889
189,152000,-145.8
192,154000,-150.7111
194,156000,-173.3
197,158000,-178.4
199,160000,-174.9333
202,162000,-195.6444
204,164000,-214.2
207,166000,-143.9556
209,168000,-168.6
212,170000,-135.6444
214,172000,-154.5333
217,174000,-114.7556
219,176000,-90.5333
222,178000,-184.3556
224,180000,-49.6
227,182000,-131.1556
229,184000,-146.2
232,186000,-107.1556
234,188000,-164.6667
237,190000,-98.1333
239,192000,-151.2
242,194000,-87.7778
244,196000,-158.5333
247,198000,-73.9556
