episode,timestep,reward
1,4000,-1985.0
3,8000,-1995.2
5,12000,-1988.0
7,16000,-1991.1
9,20000,-1985.325
11,24000,-1992.15
13,28000,-1990.8125
15,32000,-1990.175
17,36000,-1995.7
