episode,timestep,reward
4,4000,-357.4
9,8000,-360.88
14,12000,-365.44
19,16000,-366.16
24,20000,-360.64
29,24000,-351.28
34,28000,-352.72
39,32000,-363.52
44,36000,-355.12
49,40000,-361.6
54,44000,-358.72
59,48000,-357.28
64,52000,-340.24
69,56000,-363.04
74,60000,-363.52
79,64000,-370.0
84,68000,-360.16
89,72000,-356.32
94,76000,-342.16
99,80000,-356.8
104,84000,-348.64
109,88000,-367.12
114,92000,-354.16
119,96000,-350.32
124,100000,-354.4
129,104000,-354.64
134,108000,-361.84
139,112000,-351.76
144,116000,-350.32
149,120000,-356.56
154,124000,-351.04
159,128000,-352.0
164,132000,-361.12
169,136000,-362.32
174,140000,-346.0
179,144000,-352.24
185,148000,-355.0667
190,152000,-342.4
195,156000,-356.8
200,160000,-352.24
205,164000,-361.26
210,168000,-343.6
215,172000,-347.68
220,176000,-357.52
225,180000,-355.84
230,184000,-352.96
