episode,timestep,reward
1,4000,-1091.1
3,8000,-1087.8
5,12000,-1094.6
7,16000,-1086.6
9,20000,-1088.6
11,24000,-1085.1
13,28000,-1086.05
15,32000,-1086.45
17,36000,-1078.4
19,40000,-1067.05
21,44000,-1081.15
23,48000,-1070.0
25,52000,-1082.65
27,56000,-1074.05
29,60000,-1070.5
31,64000,-1078.0
33,68000,-1076.5
35,72000,-1075.45
37,76000,-1071.65
39,80000,-1068.0
41,84000,-1075.7
43,88000,-1059.95
45,92000,-1064.65
47,96000,-1067.4
49,100000,-1066.05
51,104000,-1067.95
53,108000,-1063.1
55,112000,-1063.25
57,116000,-1063.65
59,120000,-1053.75
61,124000,-1065.3
63,128000,-1066.5
65,132000,-1056.95
67,136000,-1050.8
69,140000,-1063.5
71,144000,-1054.55
73,148000,-1047.75
75,152000,-1060.0
77,156000,-1056.85
79,160000,-1043.3
81,164000,-1051.3
83,168000,-1057.6
85,172000,-1047.8
87,176000,-1065.5
89,180000,-1061.3
91,184000,-1058.75
93,188000,-1068.85
95,192000,-1055.55
97,196000,-1046.6
99,200000,-1048.0
101,204000,-1058.8
103,208000,-1037.2
105,212000,-1060.25
107,216000,-1035.1
109,220000,-1043.5
111,224000,-1055.75
113,228000,-1045.95
115,232000,-1041.0
117,236000,-1036.85
119,240000,-1030.05
121,244000,-1039.55
123,248000,-1046.2
125,252000,-1038.3
127,256000,-1052.8
129,260000,-1044.5
131,264000,-1036.05
133,268000,-1036.4
135,272000,-1051.15
137,276000,-1050.8
139,280000,-1042.6
141,284000,-1046.25
143,288000,-1035.75
145,292000,-1052.1
147,296000,-1040.95
149,300000,-1029.8
151,304000,-1044.65
153,308000,-1038.05
155,312000,-1064.25
157,316000,-1035.9
159,320000,-1047.5
161,324000,-1024.65
163,328000,-1026.05
165,332000,-1037.75
167,336000,-1032.2
