episode,timestep,reward
2,2000,-112.2167
4,4000,-121.9167
7,6000,209.2
9,8000,44.4667
12,10000,-125.1
14,12000,-104.1667
17,14000,-114.4111
19,16000,-109.4833
22,18000,-112.8111
24,20000,-102.3333
27,22000,-104.8444
29,24000,-107.8833
32,26000,-108.5667
34,28000,-104.45
37,30000,8.3667
39,32000,-102.9
42,34000,11.2111
44,36000,-106.2333
47,38000,-5.0444
49,40000,-107.6
52,42000,-8.2444
54,44000,-91.0833
57,46000,-3.4667
59,48000,-73.5667
62,50000,-109.0778
64,52000,216.1833
67,54000,-112.2111
69,56000,-116.7667
72,58000,-116.6556
74,60000,-115.3
77,62000,-108.5111
79,64000,-103.9167
82,66000,5.0444
84,68000,-100.6667
87,70000,-99.4556
89,72000,-103.2167
92,74000,-106.0444
94,76000,-103.8833
97,78000,-104.5444
99,80000,56.0333
102,82000,-112.9222
104,84000,-120.2333
107,86000,-112.3333
109,88000,-125.5333
112,90000,-116.0444
114,92000,-107.7167
117,94000,2.0556
119,96000,-89.6333
122,98000,-40.5
124,100000,35.8833
127,102000,-108.5889
129,104000,-111.5333
132,106000,-9.9667
134,108000,-106.0833
137,110000,-46.6222
139,112000,-114.6
142,114000,-121.1222
144,116000,37.5333
147,118000,-115.8889
149,120000,34.3667
152,122000,-8.4222
154,124000,-115.6333
157,126000,-12.9444
159,128000,-127.85
162,130000,-9.2889
164,132000,-123.0667
167,134000,-126.7333
169,136000,42.05
172,138000,-130.8111
174,140000,-126.0833
177,142000,-127.9778
179,144000,-123.2167
182,146000,-119.5556
184,148000,10.4833
187,150000,-23.9667
189,152000,-125.1833
192,154000,-126.6889
194,156000,-127.4333
197,158000,-120.2111
199,160000,-126.3833
202,162000,-1.3333
204,164000,-110.0333
207,166000,-17.2778
209,168000,-122.4
212,170000,-119.2333
214,172000,-122.1333
217,174000,-118.2222
219,176000,-94.0167
222,178000,103.8
224,180000,-125.35
227,182000,-124.6222
229,184000,-125.8667
232,186000,-126.6
234,188000,33.35
237,190000,-131.4778
239,192000,-119.9667
242,194000,-15.8778
244,196000,-119.3
