episode,timestep,reward
1,1000,-187.45
3,2000,-217.755
5,3000,-247.635
7,4000,-257.07
9,5000,-208.07
11,6000,-281.56
13,7000,-224.855
15,8000,-215.945
17,9000,-206.19
19,10000,-189.12
21,11000,-222.185
23,12000,-110.125
25,13000,-186.435
27,14000,-152.21
29,15000,-271.475
31,16000,-202.86
33,17000,-224.865
35,18000,-260.435
37,19000,-130.485
39,20000,-165.035
41,21000,-243.515
43,22000,-171.955
45,23000,-200.03
47,24000,-170.155
49,25000,-185.565
51,26000,-54.495
53,27000,-187.765
55,28000,-43.685
57,29000,-162.69
59,30000,-192.18
61,31000,-205.735
63,32000,-186.6
65,33000,-122.725
67,34000,-256.835
69,35000,-136.305
71,36000,-216.105
73,37000,-204.44
75,38000,-177.985
77,39000,-16.575
79,40000,-128.615
81,41000,-153.29
83,42000,-176.45
85,43000,-232.765
87,44000,-255.585
89,45000,-180.125
91,46000,-168.5
93,47000,-179.75
95,48000,-184.41
97,49000,-161.19
99,50000,-221.575
101,51000,-224.81
103,52000,-27.525
105,53000,-177.695
107,54000,-186.81
109,55000,-206.95
111,56000,-189.92
113,57000,-169.215
115,58000,-180.065
117,59000,-108.675
119,60000,-201.12
121,61000,-100.44
123,62000,-230.205
125,63000,-206.18
127,64000,-182.955
129,65000,25.055
131,66000,-153.67
133,67000,-123.525
135,68000,-137.06
137,69000,-120.255
139,70000,-201.445
141,71000,-138.195
143,72000,14.185
145,73000,-210.48
147,74000,-194.155
149,75000,-183.23
151,76000,-171.0
153,77000,-200.995
155,78000,-169.525
157,79000,27.01
159,80000,-118.88
161,81000,-125.825
163,82000,-168.99
165,83000,-162.235
167,84000,-113.64
169,85000,-145.76
171,86000,-200.645
173,87000,-150.655
175,88000,-49.875
177,89000,-217.23
179,90000,-163.59
181,91000,-121.64
183,92000,-218.225
185,93000,-239.61
187,94000,-155.83
189,95000,-153.16
191,96000,-126.24
193,97000,-186.065
195,98000,-200.255
197,99000,-218.895
199,100000,-209.73
201,101000,-238.88
203,102000,-179.425
