episode,timestep,reward
1,1000,-169.19
3,2000,-262.85
5,3000,-224.37
7,4000,-179.015
9,5000,-188.475
11,6000,-206.01
13,7000,-198.135
15,8000,-198.07
17,9000,-185.59
19,10000,-224.895
21,11000,-148.595
23,12000,-225.35
25,13000,-155.1
27,14000,-226.5
29,15000,-190.94
31,16000,-214.8
33,17000,-209.77
35,18000,-189.945
37,19000,-195.145
39,20000,-190.795
41,21000,-175.1
43,22000,-203.85
45,23000,-228.895
47,24000,-217.955
49,25000,-148.6
51,26000,-198.265
53,27000,-161.51
55,28000,-144.415
57,29000,-218.2
59,30000,-230.58
61,31000,-162.715
63,32000,-184.345
65,33000,-218.0
67,34000,-205.39
69,35000,-191.37
71,36000,-176.8
73,37000,-187.095
75,38000,-208.53
77,39000,-147.045
79,40000,-184.615
81,41000,-180.2
83,42000,-207.13
85,43000,-106.075
87,44000,-203.49
89,45000,-167.69
91,46000,-157.75
93,47000,-177.985
95,48000,-110.17
97,49000,-229.165
99,50000,-195.52
101,51000,-109.02
103,52000,-250.63
105,53000,-110.24
107,54000,-187.875
109,55000,-129.915
111,56000,-149.38
113,57000,-131.83
115,58000,-143.65
117,59000,-80.695
119,60000,-148.165
121,61000,-169.35
123,62000,-142.69
125,63000,-172.205
127,64000,-140.205
129,65000,-144.17
131,66000,-227.25
133,67000,-180.43
135,68000,-173.96
137,69000,-118.25
139,70000,-127.285
141,71000,-104.84
143,72000,-182.89
145,73000,-111.605
147,74000,-118.75
149,75000,-40.05
151,76000,-154.96
153,77000,-179.54
155,78000,-187.87
157,79000,-181.97
159,80000,-191.16
161,81000,-187.205
163,82000,-158.305
165,83000,-191.215
167,84000,-180.695
169,85000,-28.465
171,86000,-124.09
173,87000,-173.11
175,88000,-174.11
177,89000,-175.27
179,90000,-92.37
181,91000,-210.95
183,92000,-182.19
185,93000,-82.4
187,94000,-170.96
189,95000,-142.38
191,96000,-209.73
193,97000,-199.91
195,98000,-123.7
197,99000,-168.205
199,100000,-154.985
201,101000,-130.33
203,102000,-154.905
205,103000,-49.515
207,104000,-224.98
209,105000,-66.22
211,106000,-191.865
213,107000,-161.175
215,108000,-161.59
217,109000,-181.725
219,110000,-136.72
221,111000,-167.285
223,112000,-168.27
225,113000,-179.04
227,114000,-91.515
