episode,timestep,reward
1,1000,-281.98
3,2000,-277.86
5,3000,-220.28
7,4000,-298.35
9,5000,-234.765
11,6000,-250.43
13,7000,-223.92
15,8000,-253.675
17,9000,-244.14
19,10000,-206.7
21,11000,-246.465
23,12000,-284.555
25,13000,-258.41
27,14000,-236.255
29,15000,-242.975
31,16000,-221.04
33,17000,-209.0
35,18000,-227.755
37,19000,-214.33
39,20000,-216.425
41,21000,-228.84
43,22000,-218.37
45,23000,-206.305
47,24000,-225.705
49,25000,-186.725
51,26000,-203.975
53,27000,-233.465
55,28000,-228.24
57,29000,-188.53
59,30000,-231.7
61,31000,-151.67
63,32000,-253.445
65,33000,-247.2
67,34000,-204.815
69,35000,-213.565
71,36000,-140.19
73,37000,-252.875
75,38000,-241.59
77,39000,-239.02
79,40000,-214.745
81,41000,-213.835
83,42000,-227.585
85,43000,-168.905
87,44000,-230.345
89,45000,-232.37
91,46000,-204.46
93,47000,-201.25
95,48000,-128.695
97,49000,-214.515
99,50000,-97.135
101,51000,-174.08
103,52000,-226.525
105,53000,-196.535
107,54000,-195.79
109,55000,-145.66
111,56000,-209.735
113,57000,-275.47
115,58000,-182.135
117,59000,-208.3
119,60000,-232.735
121,61000,-198.39
123,62000,-192.96
125,63000,-259.955
127,64000,-112.495
129,65000,-176.95
131,66000,-183.67
133,67000,-220.975
135,68000,-162.99
137,69000,-261.215
139,70000,-177.03
141,71000,-189.335
143,72000,-95.985
145,73000,-131.605
147,74000,-33.7
149,75000,-153.625
151,76000,-160.07
153,77000,-161.205
155,78000,-231.915
157,79000,-201.67
159,80000,-173.36
161,81000,-197.895
163,82000,-195.075
165,83000,-208.39
167,84000,-180.04
169,85000,-235.8
171,86000,-249.03
173,87000,-226.48
175,88000,-241.35
177,89000,-206.745
179,90000,-147.735
181,91000,-148.605
183,92000,-212.47
185,93000,-186.475
187,94000,-205.91
189,95000,-183.25
191,96000,-262.64
193,97000,-203.48
195,98000,-258.995
197,99000,-175.465
199,100000,-193.45
201,101000,-94.585
203,102000,-226.335
205,103000,-211.28
207,104000,-252.93
209,105000,-208.715
211,106000,-187.035
213,107000,-250.505
215,108000,-198.12
217,109000,-107.06
219,110000,-164.365
221,111000,-147.68
223,112000,-209.265
225,113000,-111.99
227,114000,-199.08
229,115000,-268.335
231,116000,-114.63
233,117000,-239.055
235,118000,-237.525
237,119000,-240.255
239,120000,-207.99
241,121000,-155.065
243,122000,-173.075
245,123000,-248.65
247,124000,-261.55
249,125000,-197.025
251,126000,-181.155
253,127000,-215.695
255,128000,-153.96
257,129000,-163.42
259,130000,-190.955
261,131000,-220.435
263,132000,-106.18
265,133000,-188.86
267,134000,-210.785
269,135000,-128.67
271,136000,-213.26
273,137000,-221.385
275,138000,-197.355
277,139000,-158.35
279,140000,-230.77
281,141000,-110.29
283,142000,-264.785
285,143000,-222.28
287,144000,-231.25
289,145000,-230.21
291,146000,-159.615
293,147000,-157.745
295,148000,-254.4
297,149000,-275.69
299,150000,-177.485
301,151000,-161.815
303,152000,-208.79
305,153000,-152.36
307,154000,-249.045
309,155000,-253.4
311,156000,-164.515
313,157000,-147.485
315,158000,-198.22
317,159000,-158.885
319,160000,-174.385
321,161000,-148.745
323,162000,-204.215
325,163000,-180.005
327,164000,-232.215
329,165000,-200.09
331,166000,-185.29
333,167000,-196.375
335,168000,-127.09
337,169000,-71.72
339,170000,-35.805
341,171000,-38.135
343,172000,-241.855
345,173000,-49.33
347,174000,-154.185
349,175000,-253.805
351,176000,-112.85
353,177000,-208.895
355,178000,-183.685
